licensepermitid,premisescounty,description,legalname,dba,actualaddressofpremises,city,statename,zipcode,originalissuedate,expirationdate,georeference
0340-22-104126,New York,Restaurant,117 EAST 60TH STREET LLC,THE BAR ROOM,117 E 60TH ST,NEW YORK,New York,10022,12/13/2024,12/31/2026,POINT (-73.96859 40.76321)
0340-22-104512,New York,Restaurant,RUBIN MUSEUM OF ART,,150 W 17TH STREET,NEW YORK,New York,10011,02/25/2026,07/31/2026,POINT (-73.99767 40.74021)
0240-23-142060,New York,Restaurant,THREE DECKER RESTAURANT LTD,,1746 SECOND AVE,NEW YORK,New York,10128,03/07/2025,02/28/2027,POINT (-73.94949 40.78096)
0340-22-110469,New York,Restaurant,TRIBECA FB PROJECT LLC,WARRENPEACE,77 WARREN ST,NEW YORK,New York,10007,04/26/2024,04/30/2026,POINT (-74.01025 40.7152)
0240-22-101768,Kings,Restaurant,LV RESTAURANT GROUP INC,LA VILLA PIZZERIA,1529 1533 86TH ST,BROOKLYN,New York,11228,01/29/2026,02/29/2028,POINT (-74.00876 40.61098)
0240-25-103884,Queens,Restaurant,Leo 608 Inc,Ming Xing BBQ,35-14 Farrington St,Flushing,New York,11354,03/01/2025,02/28/2027,POINT (-73.83158 40.764)
0240-25-128997,New York,Restaurant,Santillan Corp,LA Cocina De Mama,154 E 109th St,New York,New York,10029,11/13/2025,10/31/2027,POINT (-73.94464 40.79409)
0240-23-142182,Queens,Restaurant,CAFE Y ALGO MAS INC,,98-13 ASTORIA BLVD,EAST ELMHURST,New York,11369,06/13/2025,06/30/2027,POINT (-73.8709 40.76232)
0340-22-104537,New York,Restaurant,RED LOBSTER HOSPITALITY LLC,RED LOBSTER #6298,5 TIMES SQ,NEW YORK,New York,10036,10/01/2024,09/30/2026,POINT (-73.987 40.75589)
0340-22-113651,Kings,Restaurant,66S FUSION INC,,130 FLUSHING AVE,BROOKLYN,New York,11205,06/05/2024,05/31/2026,POINT (-73.97127 40.69786)
0340-22-108859,Kings,Restaurant,ALL NIGHT SKATE INC,ALL NIGHT SKATE,54 ROCKAWAY AVE,BROOKLYN,New York,11233,07/31/2024,06/30/2026,POINT (-73.91155 40.68188)
0240-22-102190,Kings,Restaurant,EMMA'S TORCH LTD.,,345 SMITH ST,BROOKLYN,New York,11231,06/26/2024,06/30/2026,POINT (-73.99498 40.68005)
0340-22-106915,Kings,Restaurant,704 LOS PRIMOS REST CORP,NUEVO PRIMO RESTAURANT,704 GRAND STREET,BROOKLYN,New York,11211,07/24/2024,06/30/2026,POINT (-73.94454 40.71157)
0240-23-139545,Kings,Restaurant,EDO ASIAN FUSION INC,EDO ASIAN FUSION,2087 CONEY ISLAND AVE,BROOKLYN,New York,11223,01/03/2025,01/31/2027,POINT (-73.96178 40.60628)
0340-22-112794,New York,Restaurant,JERSEY BOYS LLC,TRE,173 LUDLOW ST,NEW YORK,New York,10002,11/19/2025,11/30/2027,POINT (-73.98749 40.72178)
0240-25-107881,New York,Restaurant,Perros y Vainas LLC,Perros Y Vainas,97 W 32nd St,New York,New York,10001,04/22/2025,03/31/2027,POINT (-73.98841 40.74838)
0240-24-127480,New York,Restaurant,HTNY 1 Inc,Happy Tuna,380 Lexington Ave,New York,New York,10168,09/09/2024,08/31/2026,POINT (-73.97644 40.75091)
0340-22-104931,New York,Restaurant,SUGAR MAMA BAKERY LLC,DUTCH BABY,813 W 187TH ST,NEW YORK,New York,10033,03/16/2026,03/31/2028,POINT (-73.9374 40.85529)
0240-23-140070,New York,Restaurant,UME NY INC,UME,1154 1ST AVE,NEW YORK,New York,10065,08/01/2025,08/31/2027,POINT (-73.96004 40.76228)
0240-23-140608,Bronx,Restaurant,TEO RESTAURANTS CORP,EL MOLINO RESTAURANT,400 EAST 167TH ST,BRONX,New York,10456,10/02/2024,09/30/2026,POINT (-73.91024 40.83067)
0240-24-117852,New York,Restaurant,P.A.S.H. Inc.,Shuya,517 3rd Ave,New York,New York,10016,06/14/2024,05/31/2026,POINT (-73.97779 40.74616)
0240-25-119156,Queens,Restaurant,Hong Kong Gourmet LLC,,144-20 Northern Blvd,Flushing,New York,11354,08/11/2025,07/31/2027,POINT (-73.8226 40.76477)
0240-23-140385,Bronx,Restaurant,MAMA G AFRICAN KITCHEN II CORP,,1322A E GUN HILL RD,BRONX,New York,10469,10/28/2025,10/31/2027,POINT (-73.84756 40.87117)
0240-24-109704,Richmond,Restaurant,AVOCADO MEXICAN GRILL & COFFEE CORP,,452 TOMPKINS AVE,STATEN ISLAND,New York,10305,04/11/2024,03/31/2026,POINT (-74.07283 40.61459)
0340-21-118761,Queens,Restaurant,KAMA HOOKAH LLC,HOUSE OF HOOKAH,39-07 BELL BLVD,BAYSIDE,New York,11361,01/04/2026,12/31/2027,POINT (-73.77174 40.76502)
0340-22-113782-01,New York,Additional Bar,"HHC FULTON RETAIL LLC, HHC LAWN GAMES, LLC, THE LAWN CLUB NYC, LLC & CREATIVE CULIINARY MANAGEMENT COMPANY LLC",BAR NEAR DJ BOOTH - FULL LIQUOR,1 FULTON ST,NEW YORK,New York,10038,07/16/2024,07/31/2026,POINT (-74.0035 40.70668)
0240-22-100698,New York,Restaurant,IESHIMA CORPORATION,GOSUKE,235 W 35TH ST,NEW YORK,New York,10001,12/10/2025,12/31/2027,POINT (-73.99136 40.75217)
0340-22-110427,New York,Restaurant,SCHATZI CORP,WALLSE,342-344 W 11TH ST AKA 713 WASH,NEW YORK,New York,10014,04/25/2024,04/30/2026,POINT (-74.0081 40.73554)
0340-22-108097,New York,Restaurant,LPB7 LLC,LA PECORA BIANCA,1562 2ND AVE,NEW YORK,New York,10028,08/25/2025,08/31/2026,POINT (-73.95403 40.77475)
0240-22-100112,Queens,Restaurant,ANGEL FIRE BUFFET INC,K & K SUPER BUFFET,341 345 SAINT NICHOLAS AVE,RIDGEWOOD,New York,11385,01/09/2026,02/29/2028,POINT (-73.90963 40.70042)
0340-22-104027,New York,Restaurant,CARCAMAN INC,BAROLO EAST,214 E 49TH ST,NEW YORK,New York,10017,10/30/2024,11/30/2026,POINT (-73.97052 40.75489)
0240-25-131593,New York,Restaurant,63 Mr Keke Ramen LLC,MR KEKE ASIAN NOODLES,63 Cooper Sq,New York,New York,10003,12/12/2025,11/30/2027,POINT (-73.99036 40.72893)
0340-22-105829,Kings,Restaurant,HOLLAPENO LLC,PEACHES,393 LEWIS AVE,BROOKLYN,New York,11233,09/15/2024,09/30/2026,POINT (-73.93481 40.68181)
0240-22-101030,New York,Restaurant,3 TIMES 38 INC,3 TIMES,38 WATER ST,NEW YORK,New York,10004,07/05/2024,06/30/2026,POINT (-74.01059 40.70318)
0340-22-107473,Richmond,Restaurant,MISAKI II CORP,MISAKI SUSHI,645 ROSSVILLE AVE,STATEN ISLAND,New York,10309,08/02/2024,07/31/2026,POINT (-74.20826 40.54258)
0240-23-140906,New York,Restaurant,810 DELI INC,,810 7TH AVE,NEW YORK,New York,10019,01/22/2025,01/31/2027,POINT (-73.98206 40.76274)
0340-22-111349,New York,Restaurant,SUNRISE HOSPITALITY INC,SPICE MANTRA,1047 2ND AVE,NEW YORK,New York,10022,03/18/2026,03/31/2028,POINT (-73.96613 40.75817)
0340-22-103037,Bronx,Restaurant,VAN CORTLANDT GOLF LLC,VAN CORTLANDT PARK GOLF COURSE,115 VAN CORTLANDT PARK S,BRONX,New York,10471,03/18/2026,03/31/2028,POINT (-73.8924 40.88889)
0240-24-130364,New York,Restaurant,Cafe 515 LLC,Dot's,515 W 52nd St,New York,New York,10019,09/26/2024,08/31/2026,POINT (-73.9917 40.76628)
0340-22-107494,Queens,Restaurant,UNIDENTIFIED FLYING CHICKEN INC,UFC,71-22 ROOSEVELT AVE,JACKSON HEIGHTS,New York,11372,12/31/2024,12/31/2026,POINT (-73.89403 40.74658)
0240-24-113716,New York,Restaurant,ZULFIQAR MEDITERRANEAN CUISINE INC,Alibaba Mediterranean Cuisine,224 E 53rd St,New York,New York,10022,05/15/2024,04/30/2026,POINT (-73.96838 40.75729)
0340-22-114070,Queens,Restaurant,PS1 CONTEMPORARY ART CENTER INC & SAPPHIRE,EAGLE LLC/ DBA: MINA'S,4601 21ST ST,LONG ISLAND CITY,New York,11101,10/12/2024,08/31/2026,POINT (-73.94811 40.74586)
0240-23-140438,Queens,Restaurant,MANA PIZZA INC,GINO'S OF WHITESTONE,25-23 PARSONS BLVD,FLUSHING,New York,11354,08/18/2025,09/30/2027,POINT (-73.82372 40.77607)
0240-22-100603,Queens,Restaurant,EL SABOR DEL RANCHO CORP,,41-21 58TH ST,WOODSIDE,New York,11377,08/31/2024,08/31/2026,POINT (-73.90701 40.74393)
0240-21-121745,Queens,Restaurant,E CHIBAN ASIAN INC,E CHIBAN SUSHI JAPANESE RESTAURANT,6647 FRESH POND RD,RIDGEWOOD,New York,11385,11/17/2025,11/30/2027,POINT (-73.89741 40.70746)
0240-23-140690,Queens,Restaurant,I LOVE PARAGUAY CORP,,4316 GREENPOINT AVE,SUNNYSIDE,New York,11104,06/05/2025,05/31/2027,POINT (-73.92157 40.7411)
0340-22-106717,Queens,Restaurant,BRATS UND BIER INC,MAX,4702 30TH AVE,ASTORIA,New York,11103,02/05/2026,02/29/2028,POINT (-73.90927 40.76121)
0340-22-105342,Queens,Restaurant,ATLANTIC BAMBOO GARDEN INC,ATLANTIC BAMBOO GARDEN,107 04 ATLANTIC AVENUE,OZONE PARK,New York,11416,03/13/2026,02/29/2028,POINT (-73.83795 40.69101)
0340-22-107208,New York,Restaurant,BENARES FINE CUISINE INC,BENARES,45 MURRAY ST,NEW YORK,New York,10007,01/09/2026,01/31/2028,POINT (-74.00932 40.71402)
0240-25-100184,Richmond,Restaurant,LAS DOS MIXTECAS CORP,,1285 Castleton Ave,Staten Island,New York,10310,01/03/2025,12/31/2026,POINT (-74.1255 40.6339)
0240-22-100499,Queens,Restaurant,NEW PINANG CUISINE INC,,111-10 QUEENS BLVD,FOREST HILLS,New York,11375,01/10/2025,12/31/2026,POINT (-73.8374 40.71831)
0340-22-107052,New York,Restaurant,230FA LLC,230 FIFTH AVENUE,230 5 AVE AKA 1148-1156 BWAY,NEW YORK,New York,10001,03/03/2026,03/31/2028,POINT (-73.98788 40.74388)
0240-25-103578,New York,Restaurant,Sky Pavilion Szechuan Cuisine LLC,Sky Pavilion,325 W 42nd St,New York,New York,10036,02/26/2025,01/31/2027,POINT (-73.99102 40.75774)
0240-22-101778,Richmond,Restaurant,G BROTHERS MANAGEMENT INC,THE PIZZA PARLOR,6 SNEDEN AVE,STATEN ISLAND,New York,10312,06/10/2024,06/30/2026,POINT (-74.17711 40.54054)
0240-25-105515,Queens,Restaurant,Guo Bao Rou Restaurant Inc,,36-26 Union St,Flushing,New York,11354,03/21/2025,02/28/2027,POINT (-73.82783 40.76307)
0340-22-110694,Queens,Restaurant,LITTLE BANCHAN SHOP LLC,MEJU,5-28 49TH AVE,LONG ISLAND CITY,New York,11101,09/10/2024,08/31/2026,POINT (-73.95513 40.74366)
0240-22-100076,Queens,Restaurant,GRAND SLAM JACKSON HEIGHTS LLC,DENNY'S,87-02 NORTHERN BLVD,JACKSON HEIGHTS,New York,11372,03/27/2024,03/31/2026,POINT (-73.88052 40.75605)
0340-22-109529-01,New York,Additional Bar,ZHI ZI INC,CAFE CHINA,59 W 37TH ST,NEW YORK,New York,10018,12/05/2025,12/31/2027,POINT (-73.98589 40.75149)
0240-25-105503,Kings,Restaurant,Don Emilio Restaurant 2 Corp,,1159 Liberty Ave,Brooklyn,New York,11208,03/21/2025,02/28/2027,POINT (-73.86656 40.67877)
0240-23-141346,Queens,Restaurant,POLLOS MARIO 86 CORP,POLLOS MARIO,86 13 ROOSEVELT AVENUE,JACKSON HEIGHTS,New York,11372,07/16/2025,07/31/2027,POINT (-73.87983 40.74807)
0340-22-113991,Kings,Restaurant,TRINIJAM LLC,TRINIJAM BK ROTI BAR & GRILL,9501 FLATLANDS AVE,BROOKLYN,New York,11236,08/05/2024,07/31/2026,POINT (-73.90227 40.64281)
0240-22-100072,Bronx,Restaurant,THAI WATTANA CORP,TANA THAI RESTAURANT,1890 EASTCHESTER RD,BRONX,New York,10461,11/05/2024,11/30/2026,POINT (-73.84399 40.85136)
0240-24-109886,Kings,Restaurant,BLEUNUK INC,,1150 NOSTRAND AVE,BROOKLYN,New York,11225,05/19/2025,05/31/2027,POINT (-73.95049 40.65951)
0246-24-140118,New York,Catering Establishment,ARAMARK SERVICES INC,,225 Varick St,New York,New York,10014,12/27/2024,11/30/2026,POINT (-74.00527 40.72896)
0240-22-100114,Queens,Restaurant,O2 BBQ CORP,WON KBBQ,45-53 BELL BLVD,BAYSIDE,New York,11361,03/07/2024,03/31/2026,POINT (-73.76839 40.759)
0340-22-108230,Kings,Restaurant,LA MESITA RESTAURANT INC,,1513 MYRTLE AVE,BROOKLYN,New York,11237,09/27/2024,09/30/2026,POINT (-73.91523 40.69913)
0240-23-139537,Kings,Restaurant,ISHOKUJUU CORP,COTTON BEAN,372 SACKETT STREET,BROOKLYN,New York,11231,09/09/2025,08/31/2027,POINT (-73.99326 40.68218)
0340-22-108932,Bronx,Restaurant,LA CASA DE FRIDA CORP,LA CASA DE FRIDA,307 E 204TH ST,BRONX,New York,10467,12/09/2024,11/30/2026,POINT (-73.87852 40.87294)
0240-23-141255,New York,Restaurant,CITY MINT INC,DISHES,6 E 45TH ST,NEW YORK,New York,10017,07/15/2025,07/31/2027,POINT (-73.97878 40.75511)
0340-22-105704,New York,Restaurant,CANARD INC,,503 W 43RD STREET,NEW YORK,New York,10036,05/18/2024,05/31/2026,POINT (-73.9955 40.76052)
0240-23-142694,Kings,Restaurant,FLOC LTD,BAHIA RESTAURANT & CAFE,690 GRAND STREET,BROOKLYN,New York,11211,03/14/2025,03/31/2027,POINT (-73.94498 40.71153)
0340-21-119208,Kings,Restaurant,LEWIS AVENUE FINE FOODS INC,BESO RESTAURANT AND BAR,370 LEWIS AVE,BROOKLYN,New York,11233,11/28/2025,11/30/2027,POINT (-73.93504 40.68296)
0240-21-121677,New York,Restaurant,THREE TOP CHELSEA LLC,THE COMMONS CHELSEA,128 7TH AVE,NEW YORK,New York,10011,11/12/2025,11/30/2027,POINT (-73.99798 40.74089)
0240-23-141718,Kings,Restaurant,ATHENA RESTAURANT SAAH INC,ATHENA MEDITERRANEAN CUISINE,535 6TH AVE,BROOKLYN,New York,11215,01/30/2025,01/31/2027,POINT (-73.98662 40.66483)
0240-22-100828,Queens,Restaurant,SHAN FENG HOUSE INC,GOOD HARVEST,133-42 39TH AVE UNIT 102,FLUSHING,New York,11354,02/02/2026,02/29/2028,POINT (-73.83279 40.75953)
0340-22-105754,New York,Restaurant,EIGHTH AVE ENTERPRISES LTD,MCANN'S,625 8TH AVENUE,NEW YORK,New York,10018,07/29/2024,07/31/2026,POINT (-73.99036 40.75646)
0240-22-100267,Richmond,Restaurant,S & K COTTAGE INC,SAYORI,1440 FOREST AVE #6,STATEN ISLAND,New York,10302,10/04/2024,09/30/2026,POINT (-74.13649 40.62445)
0240-22-100253,New York,Restaurant,KUNG FU NOODLE INC,KUNG FU LITTLE STEAMED BUNS RAMEN,146 E 55TH ST,NEW YORK,New York,10022,10/17/2024,10/31/2026,POINT (-73.96939 40.75933)
0340-22-106904,New York,Restaurant,MILOS INC,ESTIATORIO MILOS,125 W 55TH STREET,NEW YORK,New York,10019,09/19/2024,09/30/2026,POINT (-73.97933 40.76353)
0340-22-113353,New York,Restaurant,EMERALD GREEN GROUP LLC THE,TAVERN ON THE GREEN,1 TAVERN ON THE GREEN,NEW YORK,New York,10023,02/17/2026,03/31/2028,POINT (-72.33106 41.03326)
0240-23-163725,Queens,Restaurant,MEAT HOUSE INC,CHIVITO DE ORO,8402 37TH AVE,JACKSON HEIGHTS,New York,11372,10/30/2025,11/30/2027,POINT (-73.88197 40.74999)
0240-25-101627,New York,Restaurant,Synmunkong Corporation,New Wondee Siam,782 9th Ave,New York,New York,10019,01/27/2025,12/31/2026,POINT (-73.98796 40.76483)
0340-22-106044,New York,Restaurant,FREEMAN HOLDINGS LLC,FREEMANS,191 CHRYSTIE ST,NEW YORK,New York,10002,06/30/2024,06/30/2026,POINT (-73.99191 40.7219)
0340-22-103197,New York,Restaurant,CHIPOTLE MEXICAN GRILL OF COLORADO LLC,CHIPOTLE MEXICAN GRILL #1928,2298 BROADWAY,NEW YORK,New York,10024,02/18/2026,02/29/2028,POINT (-73.97805 40.78629)
0340-22-110393,New York,Restaurant,53W53 RESTAURANT PARTNERSHIP LP,FIFTY THREE,53 W 53RD ST,NEW YORK,New York,10019,04/23/2024,04/30/2026,POINT (-73.97846 40.76152)
0240-25-130149,New York,Restaurant,Tam-Mai Thai Inc.,,58 W 56th St,New York,New York,10019,11/25/2025,10/31/2027,POINT (-73.97698 40.76336)
0240-22-101899,Kings,Restaurant,PINKERTON WINE BAR LLC,,263 N 6TH ST STORE NO 1 WITH P,BROOKLYN,New York,11211,12/30/2024,12/31/2026,POINT (-73.95435 40.71481)
0340-22-103015,New York,Restaurant,ALFA 64 INC,ALTESI RISTORANTE,26 E 64TH ST,NEW YORK,New York,10065,12/26/2025,02/29/2028,POINT (-73.96946 40.76685)
0240-24-112258,Queens,Restaurant,MAIN STREET TAIWANESE INC,,59-10 MAIN ST,FLUSHING,New York,11355,05/03/2024,04/30/2026,POINT (-73.82562 40.74344)
0340-22-111176,New York,Restaurant,MUSASHIYA NYC LLC,KONO,16 ELIZABETH ST,NEW YORK,New York,10013,05/31/2024,05/31/2026,POINT (-73.99739 40.71588)
0240-24-134151,New York,Restaurant,Naru Express Inc,One Bite,411B Amsterdam Ave,New York,New York,10024,10/28/2024,09/30/2026,POINT (-73.97799 40.7836)
0240-26-137487,New York,Restaurant,Damajagua Restaurant Corp.,,5085 Broadway,New York,New York,10034,03/12/2026,02/29/2028,POINT (-73.9148 40.87068)
0340-22-104687,New York,Restaurant,SIXTY HOSPITALITY LLC,AVRA MADISON,14 E 60TH ST,NEW YORK,New York,10022,08/28/2024,07/31/2026,POINT (-73.97159 40.76449)
0240-24-138651,Queens,Restaurant,Jamaica Delicatessen Food Corp,,149-34 Guy R Brewer Blvd,Jamaica,New York,11434,12/10/2024,11/30/2026,POINT (-73.76748 40.65718)
0340-22-104285,Kings,Restaurant,173 IRVING LLC,LUCHA LUCHA,173 IRVING AVE,BROOKLYN,New York,11237,12/17/2024,12/31/2026,POINT (-73.91989 40.70214)
0240-23-140469,Queens,Restaurant,XINYANG RESTAURANT & BAR INC,,136-21 41ST AVE,FLUSHING,New York,11355,09/22/2025,09/30/2027,POINT (-73.82817 40.75826)
0340-22-104290,Queens,Restaurant,17 12 RIVIERA RESTAURANT CORP,RIVIERA RESTAURANT,17 12 UTOPIA PARKWAY,WHITESTONE,New York,11357,05/03/2024,05/31/2026,POINT (-73.79447 40.79034)
0340-22-105228,New York,Restaurant,241 SULLIVAN ST CAFE CORP,SHADE,241 SULLIVAN STREET,NEW YORK,New York,10012,07/29/2024,07/31/2026,POINT (-73.99942 40.72999)
0240-24-121686,New York,Restaurant,SOLI FOOD INC,CHIRP,847 2nd Ave,New York,New York,10017,07/17/2024,06/30/2026,POINT (-73.97054 40.75213)
0240-23-141287,Bronx,Restaurant,MARIMBA REST BAR CORP,,3 E 182ND STREET,BRONX,New York,10453,03/14/2025,03/31/2027,POINT (-73.90418 40.85721)
0340-22-108117,New York,Restaurant,JOY LOVE GROUP CORP,Spicy Moon,232 8TH AVE,NEW YORK,New York,10011,02/27/2026,03/31/2026,POINT (-73.99909 40.74447)
0240-21-122041,Kings,Restaurant,SPEEDY ROMEO LLC,,376 CLASSON AVE,BROOKLYN,New York,11238,01/29/2026,11/30/2027,POINT (-73.95974 40.68754)
0240-25-127276,New York,Restaurant,"GO SUSHI, INC.",GO SUSHI RAMEN DIMSUM,325 Grand St,New York,New York,10002,10/26/2025,09/30/2027,POINT (-73.99051 40.71714)
0240-22-100331,Queens,Restaurant,MARIA RESTAURANT FOOD CORP,NUEVO TEQUILAZO RESTAURANT & BAR,172-37 HILLSIDE AVE,JAMAICA,New York,11432,09/19/2024,08/31/2026,POINT (-73.78886 40.71225)
0340-22-113541,New York,Restaurant,357 HOSPITALITY INC,SPICE,435 AMSTERDAM AVE,NEW YORK,New York,10024,02/02/2026,11/30/2026,POINT (-73.97743 40.78437)
0240-25-124580,New York,Restaurant,Yakiniku Futago Soho LLC,Yakiniku Futago SoHo,341 W Broadway,New York,New York,10013,12/02/2025,09/30/2027,POINT (-74.00359 40.72263)
0240-23-141309,New York,Restaurant,MI PASO CENTRO AMERICANO CORP,,4129 BROADWAY,NEW YORK,New York,10033,09/11/2025,09/30/2027,POINT (-73.9386 40.84568)
0340-22-113013,New York,Restaurant,BANTER WEST VILLAGE LLC,BANTER,643 HUDSON ST,NEW YORK,New York,10014,11/24/2025,04/30/2026,POINT (-74.00544 40.73908)
0340-22-113759,New York,Restaurant,EL NUEVO CARRIBENO INC,EL NUEVO CARIBENO RESTAURANT,1675 LEXINGTON AVE,NEW YORK,New York,10029,03/05/2026,03/31/2028,POINT (-73.9467 40.79167)
0340-21-120485,Richmond,Restaurant,HBTJ AK LLC,HO-BRAH,4895 ARTHUR KILL RD,STATEN ISLAND,New York,10309,10/24/2025,10/31/2027,POINT (-74.23943 40.52296)
0340-22-108575,New York,Restaurant,"INDEPENDENT NYC INC, THE",THE INDEPENDENT,147 W 40TH ST,NEW YORK,New York,10018,11/25/2024,11/30/2026,POINT (-73.9875 40.75459)
0240-23-140944,New York,Restaurant,MANNA MADISON AVENUE LLC,GINA LA FORNARINA,26 E 91ST ST,NEW YORK,New York,10128,03/31/2025,03/31/2027,POINT (-73.95671 40.78414)
0340-22-111596,Queens,Restaurant,LIMA RESTAURANT CORP,,85-07 NORTHERN BLVD,JACKSON HEIGHTS,New York,11372,07/02/2025,07/31/2026,POINT (-73.88225 40.75588)
0240-25-102521,Queens,Restaurant,Expressobayside LLC,Bo and Ga,35-02 154th St,Flushing,New York,11354,02/08/2025,01/31/2027,POINT (-73.81084 40.76588)
0240-22-101719,New York,Restaurant,NOODLELOVE LLC,NOODLELOVE,192 MOTT ST,NEW YORK,New York,10012,11/03/2024,09/30/2026,POINT (-73.99569 40.72104)
0340-22-105854,New York,Restaurant,212 LAFAYETTE ASSOCIATES LLC,CAFE SELECT,212 LAFAYETTE STREET,NEW YORK,New York,10012,08/28/2025,11/30/2026,POINT (-73.99765 40.72167)
0240-24-109299,Bronx,Restaurant,TOAST & FRESH KITCHEN CORP,TAQUERIA HUARACHE,1687 MACOMBS RD,BRONX,New York,10453,04/05/2024,03/31/2026,POINT (-73.91616 40.84856)
0240-23-142048,New York,Restaurant,RUBY'S EAST VILLAGE LLC,RUBY'S,198 E 11TH ST,NEW YORK,New York,10003,12/04/2025,10/31/2027,POINT (-73.98818 40.73114)
0340-22-112829,Queens,Restaurant,KENNEDY'S RESTAURANT OF BREEZY POINT INC,KENNEDY'S RESTAURANT,406 BAYSIDE,ROCKAWAY POINT,New York,11697,08/27/2024,08/31/2026,POINT (-73.92078 40.56148)
0240-24-136809,New York,Restaurant,BF NY 82 LLC,BurgerFI,1571 2nd Ave,New York,New York,10028,11/21/2024,10/31/2026,POINT (-73.95377 40.7751)
0240-24-119522,Kings,Restaurant,PIZZA PASTA SALAD LLC,SALSA PIZZA NAPOLETANA,40 CLIFFORD PL,BROOKLYN,New York,11222,06/27/2024,05/31/2026,POINT (-73.95556 40.72684)
0240-23-140647,Kings,Restaurant,GRV 469 5TH AVE CORP,PEPPINO'S,469 5TH AVE,BROOKLYN,New York,11215,05/20/2025,05/31/2027,POINT (-73.98706 40.66825)
0340-22-113314,New York,Restaurant,DAIKANYAMA NYC LLC,,1000 3RD AVE,NEW YORK,New York,10022,04/25/2024,04/30/2026,POINT (-73.96636 40.76186)
0240-23-141669,New York,Restaurant,219 MULBERRY LLC,RUBY'S,219B MULBERRY STREET,NEW YORK,New York,10012,06/30/2025,06/30/2027,POINT (-73.99615 40.72228)
0240-23-141525,New York,Restaurant,TIGER ALE LLC,BLIND TIGER ALE HOUSE,281 BLEECKER ST,NEW YORK,New York,10014,06/16/2025,02/28/2027,POINT (-74.00333 40.73184)
0240-23-140150,Kings,Restaurant,HBM PARK SLOPE LLC,HOMEMADE BY MIRIAM,81 5TH AVE,BROOKLYN,New York,11217,12/27/2024,12/31/2026,POINT (-73.97792 40.68016)
0240-23-139952,New York,Restaurant,GOGI INC,SOJU HAUS,315 5TH AVE,NEW YORK,New York,10016,07/25/2025,07/31/2027,POINT (-73.98557 40.74706)
0340-22-103588,New York,Restaurant,VIDA ENTERPRISES INC,PAT'E PALO,251 253 DYCKMAN ST,NEW YORK,New York,10034,03/22/2026,03/31/2028,POINT (-73.92837 40.86647)
0340-22-108787,Queens,Restaurant,MAD FOR CHICKEN SUNNYSIDE LLC,,43-16 QUEENS BLVD,SUNNYSIDE,New York,11104,06/14/2024,06/30/2026,POINT (-73.92092 40.74327)
0240-23-142022,New York,Restaurant,CHINATOWN GREEK FOOD SERVICES LLC,KIKI'S,130 DIVISION ST,NEW YORK,New York,10002,09/05/2025,08/31/2027,POINT (-73.99189 40.71443)
0240-25-105591,Queens,Restaurant,SHAKE SHACK NEW YORK LLC,Shake Shack,82-13 37th Ave,Jackson Heights,New York,11372,03/24/2025,02/28/2027,POINT (-73.88376 40.7498)
0340-22-104421,New York,Restaurant,TEA BISTRO INC,CHA CHAN TANG,45 MOTT ST,NEW YORK,New York,10013,02/26/2025,11/30/2026,POINT (-73.99874 40.71522)
0240-22-102156,Bronx,Restaurant,GEORGINA RESTAURANT CORP,,1003 E 163RD STREET 1ST FL,BRONX,New York,10459,12/31/2024,12/31/2026,POINT (-73.89313 40.82097)
0340-22-110842,New York,Restaurant,SEQUOIA TREE LLC,LE MOULIN A CAFE,1439 YORK AVENUE,NEW YORK,New York,10075,04/24/2024,04/30/2026,POINT (-73.95166 40.76971)
0240-22-100805,Queens,Restaurant,SLOWER COAST LLC,SUPER BURRITO,190 BEACH 69TH ST,ARVERNE,New York,11692,03/02/2026,08/31/2026,POINT (-73.79785 40.58975)
0240-24-102549-01,New York,Additional Bar,GUGU SUSHI BAR LLC,,87 LUDLOW ST,NEW YORK,New York,10002,01/14/2026,01/31/2028,POINT (-73.98928 40.71828)
0340-22-108273,New York,Restaurant,SC WHITE PLAINS LLC,SHAKING CRAB,2179 WHITE PLAINS RD,BRONX,New York,10462,04/03/2024,03/31/2026,POINT (-73.86765 40.85596)
0340-22-110480,New York,Restaurant,42ND APPLE LLC,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,234 W 42ND ST,NEW YORK,New York,10036,02/02/2026,02/29/2028,POINT (-73.98855 40.75671)
0240-24-102316,New York,Restaurant,BEDFORD PITZA CORP,MOUSTACHE RESTAURANT,29 7TH AVE S,NEW YORK,New York,10468,08/04/2025,07/31/2027,POINT (-73.80858 40.82263)
0340-22-113379,Kings,Restaurant,MEDIA 5 CO LLC,NORTHERN BELL,612 METROPOLITAN AVE,BROOKLYN,New York,11211,05/02/2024,04/30/2026,POINT (-73.94858 40.71411)
0240-23-142079,Kings,Restaurant,JINGJIANG SEAFOOD RESTAURANT INC,,4619 8TH AVE,BROOKLYN,New York,11220,01/17/2025,01/31/2027,POINT (-74.00177 40.64296)
0340-22-105458,New York,Restaurant,FLEX AND THE CITY LLC,FLEX MUSSELS,1431 3RD AVE,NEW YORK,New York,10028,10/10/2025,07/31/2026,POINT (-73.95641 40.7755)
